,75056,13055,69123,31555,06088,44109,34172,67482,33063,59350,35238,83137,51454,42218,76351,21231,38185,49007,69266,97411,30189,13001,63113,72181,29019,37261,80021,74010,87085,57463,92012,66136,25056,45234,76540,93066,93048,14118,95018,68224,97415,54395,59599,59512,92050,94081,94028,84007,86194,93001,92004,92025,59183,93005,97416,78646,97422,92026,34032,17300,92063,50129,94017,64445,33281,94068,06004,97209,2A004,06029,44184,97611,93029,93051,92040,95127,92044,68066,62193,33318,69259,91228,92024,26362,94041,18033,29232,97302,92002,10387,83126,59009,82121,93055,73065,79191,92051,95585,93007,94046,56121,94076,97409,83061,60057,11262,77284,83069,93008,85191,92023,56260,77108,49099,97414,93031,93070,02691,93010,64102,91174,06027,69256,97101,93071,94033,78586,91377,13004,97311
75056,0.000,660.584,391.556,589.250,683.972,341.558,594.616,398.549,497.227,203.606,308.599,693.455,130.609,410.707,175.871,262.451,481.773,264.655,392.758,9369.666,577.925,636.315,346.297,185.879,506.177,203.434,116.174,435.245,344.090,281.874,8.563,686.269,325.600,112.991,112.256,8.133,7.055,201.799,13.232,387.901,9373.290,280.814,215.636,212.160,11.457,8.266,11.080,579.546,293.379,6.548,7.968,10.544,241.740,14.288,9408.014,18.151,9403.124,8.371,616.299,399.885,12.871,301.897,12.869,649.880,503.441,12.233,690.348,6852.896,914.787,689.619,384.466,8041.315,10.005,15.688,7.412,29.954,6.360,380.061,235.213,507.230,399.087,26.053,6.215,478.737,5.557,198.187,484.768,7082.004,12.515,141.420,696.552,205.609,542.919,6.177,452.323,351.664,7.018,14.950,12.193,8.473,441.210,7.141,9383.271,688.188,67.333,635.014,41.566,705.043,8.522,371.716,9.820,400.861,18.169,313.737,9396.653,11.245,6.055,128.905,10.873,664.850,29.412,684.233,392.694,6749.896,15.948,8.951,15.893,15.413,616.549,7186.075
13055,660.584,0.000,277.673,319.630,157.596,695.735,126.258,615.088,505.411,834.427,765.336,48.894,670.090,250.020,797.317,448.533,211.569,655.612,277.845,8781.562,102.497,26.789,329.470,658.263,951.061,584.207,771.044,294.691,432.851,649.373,661.640,211.701,443.145,576.384,757.700,667.944,658.642,789.210,673.310,518.022,8784.347,603.000,842.801,838.422,668.597,652.318,650.267,82.838,537.540,665.414,668.311,670.158,889.911,666.104,8819.003,661.623,8814.634,667.439,173.127,607.065,666.673,884.783,652.062,462.746,512.681,650.792,143.866,6999.377,311.734,135.016,742.382,7432.267,664.950,652.830,659.605,687.769,666.276,557.640,890.930,510.921,270.550,634.754,666.685,184.540,655.064,480.126,901.245,7065.002,651.021,565.012,46.739,832.776,332.183,663.301,257.877,570.303,665.824,673.554,666.302,652.998,841.625,653.759,8795.893,114.339,727.671,190.940,657.530,69.804,663.549,651.375,656.981,797.397,657.006,642.819,8807.568,671.736,666.573,745.703,661.756,552.620,631.276,149.800,279.102,6914.890,664.408,656.715,674.012,649.438,63.628,7183.000
69123,391.556,277.673,0.000,361.255,296.715,515.022,251.118,382.754,434.820,557.238,559.253,304.887,392.423,51.415,544.042,174.040,94.604,453.583,4.108,8999.944,216.828,251.712,133.416,430.380,764.829,364.847,497.649,100.945,278.181,385.632,393.784,374.300,188.931,323.800,495.768,398.395,388.737,545.468,404.654,291.000,9003.210,340.713,565.403,561.010,400.620,383.365,380.789,203.376,356.450,395.761,399.475,401.641,613.920,395.352,9037.914,395.192,9033.246,399.002,297.210,466.605,399.169,647.291,381.840,492.567,443.767,380.876,301.237,6986.252,526.482,299.719,567.810,7662.695,394.718,382.104,391.607,420.204,397.580,324.773,616.607,444.518,7.531,366.468,397.761,93.714,386.000,236.634,721.975,7120.716,383.225,287.452,308.693,555.428,335.096,393.519,85.763,413.820,397.384,403.456,395.842,383.532,663.162,385.085,9013.863,297.030,457.438,322.913,383.791,314.880,393.454,490.678,389.270,615.785,385.754,460.572,9026.519,402.419,397.373,468.654,391.320,558.827,362.895,295.991,7.396,6893.671,393.391,386.659,406.022,382.041,246.903,7233.156
31555,589.250,319.630,361.255,0.000,467.187,466.357,196.145,737.605,212.613,791.814,556.947,367.297,659.815,310.109,663.641,500.718,383.661,458.443,364.829,9041.323,235.956,319.660,277.511,497.604,703.499,426.742,704.113,449.942,251.494,713.345,586.062,155.423,541.779,478.168,650.451,597.367,590.840,636.599,598.677,650.000,9043.581,673.803,803.330,799.575,592.330,582.041,582.214,276.314,342.733,595.614,595.086,595.520,829.534,600.440,9078.154,581.388,9074.118,592.941,147.764,351.531,589.117,710.800,586.505,147.067,217.415,584.277,456.868,6687.623,621.221,448.813,500.386,7678.924,597.418,589.117,584.832,607.204,592.869,681.133,818.410,214.301,359.636,565.109,594.026,314.070,584.738,394.229,649.899,6780.802,576.964,561.245,363.348,793.086,47.682,594.309,417.641,338.444,591.587,604.197,599.451,584.462,593.912,582.266,9056.087,429.974,651.408,136.992,606.667,388.495,595.706,407.756,581.664,556.873,594.766,423.862,9066.686,599.726,594.925,709.120,595.504,233.851,562.560,460.406,368.156,6601.168,600.073,589.787,596.956,574.324,260.257,6895.871
06088,683.972,157.596,296.715,467.187,0.000,788.346,271.290,541.834,634.485,831.761,845.063,123.393,662.743,296.247,840.637,436.534,203.018,736.331,294.704,8705.077,232.483,149.310,398.845,722.802,1043.609,653.468,784.069,257.682,529.101,605.287,686.956,369.296,405.231,620.449,790.892,690.341,680.515,841.860,697.189,448.946,8708.252,559.515,838.124,833.677,693.648,675.928,672.999,193.883,626.509,687.656,691.940,694.303,893.087,686.308,8742.949,689.147,8738.337,691.746,325.529,715.601,692.499,943.093,673.441,613.206,642.488,672.743,17.404,7153.298,230.814,25.831,838.690,7366.164,686.148,673.259,684.713,713.296,690.164,489.168,900.000,641.386,289.381,659.665,690.182,228.715,678.454,531.137,997.008,7222.517,676.542,565.113,130.427,828.761,472.055,685.337,233.094,671.308,690.145,694.895,687.058,675.718,937.226,677.821,8719.078,46.577,748.139,345.910,671.344,108.542,685.016,752.504,682.576,890.931,676.358,733.749,8731.546,694.497,689.597,745.586,682.616,700.965,656.073,8.154,294.115,7067.752,684.121,678.339,698.986,675.602,208.131,7340.585
44109,341.558,695.735,515.022,466.357,788.346,0.000,583.348,709.767,274.573,505.424,98.365,741.806,470.675,497.060,281.120,496.804,603.736,79.538,518.521,9476.973,593.602,680.191,391.390,155.679,256.006,170.176,409.571,605.087,263.106,610.654,333.313,613.523,571.079,269.803,313.715,346.180,347.964,234.044,340.128,668.858,9479.695,597.243,518.314,516.494,334.750,340.418,344.118,617.417,161.858,346.699,340.891,338.765,508.156,355.472,9514.343,323.775,9510.015,337.907,570.988,122.332,331.298,267.055,349.863,444.965,275.109,347.425,787.071,6532.579,1001.522,782.468,53.549,8124.535,351.150,353.895,334.147,334.222,339.660,675.570,482.662,279.543,520.678,335.269,341.367,560.433,341.394,299.315,208.724,6742.240,332.279,436.745,741.534,510.590,422.633,347.467,600.142,130.017,337.770,351.137,353.124,344.207,149.070,338.515,9491.352,771.806,363.620,576.514,381.901,760.189,349.920,63.608,332.004,102.618,358.594,54.777,9502.903,344.862,343.398,458.958,352.416,415.919,335.929,785.045,520.700,6433.107,357.460,348.954,335.418,329.554,634.523,6847.179
34172,594.616,126.258,251.118,196.145,271.290,583.348,0.000,627.796,379.901,782.926,659.158,175.047,627.167,206.062,713.546,422.489,228.266,550.532,253.137,8894.692,46.401,123.630,248.826,563.325,836.608,488.091,709.408,309.736,323.834,636.513,594.207,128.656,438.359,498.331,681.806,602.459,593.872,699.364,606.545,532.482,8897.318,591.794,792.623,788.399,601.123,586.478,585.154,85.937,429.970,600.132,601.900,603.302,832.817,602.316,8931.953,592.561,8927.684,600.554,59.243,487.876,598.692,789.847,587.894,341.922,387.014,586.243,260.734,6882.373,436.284,252.669,627.633,7541.204,600.461,589.346,592.395,619.323,599.742,569.247,829.476,385.147,245.921,568.590,600.427,167.792,589.289,401.580,785.594,6963.441,583.806,521.090,172.152,782.335,205.977,598.244,272.191,455.209,598.985,608.662,602.096,587.797,726.427,587.532,8909.155,233.935,661.742,84.717,598.850,196.055,598.908,535.179,589.502,683.527,594.177,532.052,8920.506,605.852,600.670,694.641,597.630,429.992,565.329,264.400,255.681,6796.531,601.046,592.198,606.415,581.804,64.377,7079.948
67482,398.549,615.088,382.754,737.605,541.834,709.767,627.796,0.000,757.653,410.024,699.864,620.796,282.736,433.533,565.294,246.149,407.658,630.551,379.847,9059.722,587.572,588.878,468.380,563.535,903.615,542.011,424.208,322.744,577.395,129.616,406.721,754.568,195.911,440.076,496.227,398.480,391.565,598.732,407.234,97.104,9064.039,117.740,409.120,405.423,409.349,395.207,390.728,562.375,597.683,396.532,403.555,406.592,475.933,388.838,9098.759,415.460,9093.442,405.784,678.159,724.284,411.397,694.106,386.303,856.385,766.180,387.920,556.427,7241.557,741.480,561.074,759.838,7753.531,392.160,382.949,404.842,421.817,403.503,58.558,498.869,768.411,386.351,391.764,402.171,460.169,395.728,433.522,878.918,7437.642,402.085,273.906,627.093,403.717,705.161,394.617,360.814,666.993,404.979,397.295,391.122,392.043,830.996,397.712,9072.703,572.244,425.397,704.295,359.312,620.268,392.493,719.046,405.409,787.243,380.806,667.200,9087.480,401.947,400.240,355.620,389.170,908.370,389.695,546.798,376.822,7140.853,386.014,389.602,411.964,403.820,607.747,7545.517
33063,497.227,505.411,434.820,212.613,634.485,274.573,379.901,757.653,0.000,696.708,371.737,554.299,600.590,393.586,518.863,512.140,495.978,291.334,438.928,9253.830,407.141,498.180,306.401,353.165,495.052,299.111,600.778,535.655,180.493,697.487,491.465,367.955,574.188,386.878,525.039,504.666,501.116,481.500,502.873,686.336,9256.105,667.315,709.356,706.324,496.289,491.900,493.655,442.182,205.263,503.731,500.822,500.176,719.815,510.801,9290.682,484.137,9286.634,498.082,347.026,152.478,492.627,537.046,499.069,171.840,8.957,496.500,627.785,6552.879,816.166,620.946,298.960,7891.433,506.892,502.597,491.007,505.932,498.805,708.122,701.588,10.814,436.977,478.192,500.326,432.311,494.139,337.299,440.997,6692.277,484.891,522.054,551.798,699.814,179.698,503.203,514.005,163.788,497.119,511.367,509.110,495.198,387.081,491.211,9268.578,604.996,547.473,343.470,526.640,575.033,505.214,211.508,487.936,353.957,508.432,244.427,9279.215,505.648,501.819,625.957,506.183,167.622,476.754,628.985,442.148,6461.528,511.438,500.853,499.663,481.906,441.972,6803.233
